出現形,[細分類],[大分類],[ICDコード],[標準病名],[MedDRA],[抗がん剤有害事象],<間質性肺炎>,<末梢神経障害>,<手足症候群>,<嘔気>,<嘔吐>,<口内炎>,<空咳>
骨密度低下,-1,-1,M8199,骨粗鬆症,骨密度減少,骨密度減少,0,0,0,0,0,0,0
昏迷,-1,-1,R401,昏迷,昏迷,昏迷,0,0,0,0,0,0,0
乳房内再発,-1,-1,C509,乳癌再発,[AMB],[NOADE],0,0,0,0,0,0,0
右乳がん術後再発,-1,-1,C509,乳癌再発,[AMB],[NOADE],0,0,0,0,0,0,0
乳がん再発,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
左乳癌再発,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
再発乳癌,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
右乳癌術後再発,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
左乳がん再発,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
右乳がん再発,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
再発右乳癌,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
左乳房内再発,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
左乳がん術後再発,-1,-1,C509,乳癌再発,再発乳癌,[NOADE],0,0,0,0,0,0,0
乳癌術後再発,-1,-1,C509,乳癌再発,乳癌,[NOADE],0,0,0,0,0,0,0
右乳癌ＩＢＴＲ,-1,-1,C509,乳癌再発,乳癌,[NOADE],0,0,0,0,0,0,0
血栓塞栓症,-1,-1,I749,血栓塞栓症,塞栓症,塞栓症,0,0,0,0,0,0,0
細菌性（緑膿菌性）肺炎,-1,-1,J189,肺炎,細菌性肺炎,細菌性肺炎,0,0,0,0,0,0,0
三叉神経痛第１・２・３枝領域,-1,-1,G500,三叉神経痛第１・２・３枝領域,三叉神経痛,三叉神経痛,0,0,0,0,0,0,0
残尿感,-1,-1,R398,残尿感,残尿,残尿,0,0,0,0,0,0,0
残尿,-1,-1,R398,残尿感,残尿,残尿,0,0,0,0,0,0,0
下肢痛,-1,-1,M7969,下肢痛,四肢痛,四肢痛,0,0,0,0,0,0,0
下半身痛,-1,-1,M7969,下肢痛,四肢痛,四肢痛,0,0,0,0,0,0,0
姿勢異常,-1,-1,R293,姿勢異常,姿勢異常,姿勢異常,0,0,0,0,0,0,0
子宮腫大,-1,-1,N852,子宮肥大,子宮肥大,子宮肥大,0,0,0,0,0,0,0
子宮筋腫,-1,-1,D259,子宮筋腫,子宮平滑筋腫,子宮平滑筋腫,0,0,0,0,0,0,0
死亡,-1,-1,R99,原因不明の死亡,死亡,死亡,0,0,0,0,0,0,0
死亡確認,-1,-1,R99,原因不明の死亡,死亡,死亡,0,0,0,0,0,0,0
突然死,-1,-1,R960,突然死,突然死,死亡,0,0,0,0,0,0,0
点状紫斑,-1,-1,R233,点状出血,紫斑,紫斑,0,0,0,0,0,0,0
脂肪肝,-1,-1,K760,脂肪肝,脂肪肝,脂肪肝,0,0,0,0,0,0,0
視覚異常,-1,-1,H539,視覚障害,視力障害,視覚障害,0,0,0,0,0,0,0
視力低下,-1,-1,H547,視力低下,視力低下,視力低下,0,0,0,0,0,0,0
歯周炎,-1,-1,K053,歯周炎,歯周炎,歯周炎,0,0,0,0,0,0,0
歯痛,-1,-1,K088,歯痛,歯痛,歯痛,0,0,0,0,0,0,0
歯肉感染,-1,-1,[AMB],[AMB],歯肉感染,歯肉感染,0,0,0,0,0,0,0
歯茎痛,-1,-1,[AMB],[AMB],歯肉痛,歯肉痛,0,0,0,0,0,0,0
全身リンパ節腫大,-1,-1,R599,リンパ節腫大,持続性全身性リンパ節腫脹,持続性全身性リンパ節腫脹,0,0,0,0,0,0,0
創傷遅延,-1,-1,[AMB],[AMB],治癒不良,治癒不良,0,0,0,0,0,0,0
いぼ痔,-1,-1,K649,痔核,[AMB],痔核,0,0,0,0,0,0,0
痔核,-1,-1,K649,痔核,痔核,痔核,0,0,0,0,0,0,0
痔,-1,-1,K649,痔核,痔核,痔核,0,0,0,0,0,0,0
切れ痔,-1,-1,K649,痔核,痔核,痔核,0,0,0,0,0,0,0
痔核再発,-1,-1,K649,痔核,痔核,痔核,0,0,0,0,0,0,0
右耳下部腫脹,-1,-1,R220,耳後部腫脹,耳下腺腫大,耳下腺腫大,0,0,0,0,0,0,0
左耳下部腫脹,-1,-1,R220,耳下腺腫脹,耳下腺腫大,耳下腺腫大,0,0,0,0,0,0,0
耳下腺腫脹,-1,-1,R220,耳下腺腫脹,耳下腺腫大,耳下腺腫大,0,0,0,0,0,0,0
右耳閉感,-1,-1,R448,耳閉感,耳不快感,耳不快感,0,0,0,0,0,0,0
耳閉塞感,-1,-1,R448,耳閉感,耳不快感,耳不快感,0,0,0,0,0,0,0
左耳閉感,-1,-1,R448,耳閉感,耳不快感,耳不快感,0,0,0,0,0,0,0
耳閉感,-1,-1,R448,耳閉感,耳不快感,耳不快感,0,0,0,0,0,0,0
耳鳴り,-1,-1,H931,耳鳴症,耳鳴,耳鳴,0,0,0,0,0,0,0
自己誘発性嘔吐,-1,-1,R11,嘔吐症,自己誘発性嘔吐,自己誘発性嘔吐,0,0,0,0,0,0,0
自己誘発嘔吐,-1,-1,R11,嘔吐症,自己誘発性嘔吐,自己誘発性嘔吐,0,0,0,0,0,0,0
自律神経失調,-1,-1,G909,自律神経失調症,自律神経失調,自律神経失調,0,0,0,0,0,0,0
自律神経失調症,-1,-1,G909,自律神経失調症,自律神経失調,自律神経失調,0,0,0,0,0,0,0
汎自律神経失調症,-1,-1,G908,汎自律神経失調症,自律神経失調,自律神経失調,0,0,0,0,0,0,0
運動性失語,-1,-1,R470,運動性失語症,失語症,失語症,0,0,0,0,0,0,0
失語,-1,-1,R470,失語症,失語症,失語症,0,0,0,0,0,0,0
失語症状,-1,-1,R470,失語症,失語症,失語症,0,0,0,0,0,0,0
失語症,-1,-1,R470,失語症,失語症,失語症,0,0,0,0,0,0,0
失行,-1,-1,R482,失行,失行症,失行症,0,0,0,0,0,0,0
運動失行,-1,-1,R482,運動失行,失行症,失行症,0,0,0,0,0,0,0
失算,-1,-1,R488,失算症,失算症,失算症,0,0,0,0,0,0,0
失算症,-1,-1,R488,失算症,失算症,失算症,0,0,0,0,0,0,0
失書,-1,-1,R488,失書,失書症,失書症,0,0,0,0,0,0,0
失神発作,-1,-1,R55,失神,失神,失神,0,0,0,0,0,0,0
意識消失発作,-1,-1,R55,失神;卒倒,失神,失神,0,0,0,0,0,0,0
心原性失神,-1,-1,R55,失神,失神,失神,0,0,0,0,0,0,0
失神,-1,-1,R55,失神,失神,失神,0,0,0,0,0,0,0
血管迷走神経性失神,-1,-1,R55,血管迷走神経性失神,失神,失神,0,0,0,0,0,0,0
失声,-1,-1,R491,失声症,失声症,失声症,0,0,0,0,0,0,0
失認,-1,-1,R481,失認,失認症,失認症,0,0,0,0,0,0,0
頭皮湿疹,-1,-1,L309,湿疹,湿疹,湿疹,0,0,0,0,0,0,0
両腕湿疹,-1,-1,L309,湿疹,湿疹,湿疹,0,0,0,0,0,0,0
咳痰,-1,-1,R05;R093,咳;喀痰,湿性咳嗽,湿性咳嗽,0,0,0,0,0,0,0
湿性咳嗽,-1,-1,R05,湿性咳,湿性咳嗽,湿性咳嗽,0,0,0,0,0,0,0
灼熱感,-1,-1,[AMB],[AMB],灼熱感,灼熱感,0,0,0,0,0,0,0
腫れ,-1,-1,[AMB],[AMB],[AMB],腫脹,0,0,0,0,0,0,0
腫瘍内出血,-1,-1,R58,内出血,腫瘍出血,腫瘍出血,0,0,0,0,0,0,0
胸壁浸潤,-1,-1,[AMB],[AMB],[AMB],[NOADE],0,0,0,0,0,0,0
腫瘍熱,-1,-1,C80,癌,腫瘍熱,腫瘍熱,0,0,0,0,0,0,0
嚢胞状腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
軟部組織腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
単房性嚢胞性腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
外陰部腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
乳頭状腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
局所再発腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
白色充実性腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
左耳下部腫瘤,-1,-1,R220,耳腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
肝門部腫瘤,-1,-1,R229,腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
子宮頚部腫瘤,-1,-1,R221,頚部腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
皮下腫瘤,-1,-1,R229,皮下腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
腹腔内腫瘤,-1,-1,R190,腹腔内腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
頭部腫瘤,-1,-1,R220,頭部腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
肛門部腫瘤,-1,-1,R222,肛門部腫瘤,[AMB],腫瘤,0,0,0,0,0,0,0
巨大腫瘤,-1,-1,R229,腫瘤,腫瘤,腫瘤,0,0,0,0,0,0,0
楕円形腫瘤,-1,-1,R229,腫瘤,腫瘤,腫瘤,0,0,0,0,0,0,0
弾性硬腫瘤,-1,-1,R229,腫瘤,腫瘤,腫瘤,0,0,0,0,0,0,0
骨外腫瘤,-1,-1,R229,腫瘤,腫瘤,腫瘤,0,0,0,0,0,0,0
背部腫瘤,-1,-1,R222,背部腫瘤,腫瘤,腫瘤,0,0,0,0,0,0,0
左乳房腫瘤,-1,-1,N63,乳房腫瘤,乳房腫瘤,腫瘤,0,0,0,0,0,0,0
左乳房内腫瘤,-1,-1,N63,乳房腫瘤,乳房腫瘤,腫瘤,0,0,0,0,0,0,0
周期性嘔吐症,-1,-1,R11,嘔吐症,周期性嘔吐症候群,周期性嘔吐症候群,0,0,0,0,0,0,0
充血,-1,-1,[AMB],[AMB],充血,充血,0,0,0,0,0,0,0
縦隔リンパ節腫大,-1,-1,R590,縦隔リンパ節腫脹,縦隔リンパ節腫脹,縦隔リンパ節腫脹,0,0,0,0,0,0,0
縱隔リンパ節腫大,-1,-1,R590,縦隔リンパ節腫脹,縦隔リンパ節腫脹,縦隔リンパ節腫脹,0,0,0,0,0,0,0
縦隔リンパ節腫脹,-1,-1,R590,縦隔リンパ節腫脹,縦隔リンパ節腫脹,縦隔リンパ節腫脹,0,0,0,0,0,0,0
上縦隔腫瘍,-1,-1,D383,縦隔腫瘍,縦隔腫瘤,縦隔腫瘍,0,0,0,0,0,0,0
左縦隔腫瘍,-1,-1,D383,縦隔腫瘍,縦隔腫瘤,縦隔腫瘍,0,0,0,0,0,0,0
縱隔腫瘤,-1,-1,R229,腫瘤,縦隔腫瘤,縦隔腫瘤,0,0,0,0,0,0,0
排便時出血,-1,-1,R195,便潜血,[AMB],出血,0,0,0,0,0,0,0
憩室出血,-1,-1,R58,出血,出血,出血,0,0,0,0,0,0,0
術中出血,-1,-1,R58,出血,術中出血,出血,0,0,0,0,0,0,0
出血性ショック,-1,-1,R571,出血性ショック,出血性ショック,出血性ショック,0,0,0,0,0,0,0
易出血,-1,-1,D699,出血傾向,出血,出血性素因,0,0,0,0,0,0,0
出血傾向,-1,-1,D699,出血傾向,出血性素因,出血性素因,0,0,0,0,0,0,0
徐脈,不整脈,心毒性,R001,徐脈,徐脈,徐脈,0,0,0,0,0,0,0
高度徐脈,不整脈,心毒性,R001,徐脈,徐脈,徐脈,0,0,0,0,0,0,0
徐脈傾向,不整脈,心毒性,R001,徐脈;徐脈発作,徐脈,徐脈,0,0,0,0,0,0,0
洞徐脈,不整脈,心毒性,R001,洞徐脈,徐脈,徐脈,0,0,0,0,0,0,0
徐脈発作,不整脈,心毒性,R001,徐脈発作,徐脈,徐脈,0,0,0,0,0,0,0
洞性徐脈,不整脈,心毒性,R001,洞徐脈,洞性徐脈,徐脈,0,0,0,0,0,0,0
徐脈性不整脈,不整脈,心毒性,R001,徐脈性不整脈,徐脈性不整脈,徐脈性不整脈,0,0,0,0,0,0,0
腸蠕動音亢進,-1,-1,R192,蠕動亢進,消化管運動過剰,消化管運動過剰,0,0,0,0,0,0,0
残便感,-1,-1,K590,便秘症,消化管運動障害,消化管運動障害,0,0,0,0,0,0,0
下血,-1,-1,K921,下血,[AMB],消化管出血,0,0,0,0,0,0,0
下血（鮮血便,-1,-1,K921,血便,血便排泄,消化管出血,0,0,0,0,0,0,0
消化管穿孔,-1,-1,S367,胃腸管損傷;胃腸管穿孔破裂,消化管穿孔,消化管穿孔,0,0,0,0,0,0,0
腸管浮腫,-1,-1,R609,浮腫,消化管浮腫,消化管浮腫,0,0,0,0,0,0,0
胸やけ,-1,-1,R12,胸やけ,消化不良,消化不良,0,0,0,0,0,0,0
消化不良,-1,-1,K30,消化不良症,消化不良,消化不良,0,0,0,0,0,0,0
胸やけ症状,-1,-1,R12,胸やけ,消化不良,消化不良,0,0,0,0,0,0,0
胃痛,-1,-1,R101,胃痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
心窩部痛,-1,-1,R101,心窩部痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
胃痙攣,-1,-1,K318,胃痙攣,上腹部痛,上腹部痛,0,0,0,0,0,0,0
胃部疼痛,-1,-1,R529,疼痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
右上腹部痛,-1,-1,R101,上腹部痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
左季肋部痛,-1,-1,R073,季肋部痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
左上腹部痛,-1,-1,R101,上腹部痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
右季肋部痛,-1,-1,R073,季肋部痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
空腹時心窩部痛,-1,-1,R101,心窩部痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
上腹部痛,-1,-1,R101,上腹部痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
胃痛持続,-1,-1,R101,胃痛,上腹部痛,上腹部痛,0,0,0,0,0,0,0
胃けいれん,-1,-1,R252,筋痙直;急性痙攣;上肢痙縮;四肢痙攣;牙関緊急;痙攣;下肢痙縮;下肢痙攣;筋痙縮,腹部不快感,上腹部痛,0,0,0,0,0,0,0
感情鈍麻,-1,-1,R453,感情鈍麻,情動鈍麻,情動鈍麻,0,0,0,0,0,0,0
食道粘膜炎,-1,-1,K20,食道炎,食道炎,食道炎,0,0,0,0,0,0,0
食道通過障害,-1,-1,K228,食道通過障害,食道障害,食道障害,0,0,0,0,0,0,0
卵アレルギー,-1,-1,T781,卵アレルギー,食物アレルギー,食物アレルギー,0,0,0,0,0,0,0
鯖アレルギー,-1,-1,T784,アレルギー,食物アレルギー,食物アレルギー,0,0,0,0,0,0,0
食欲低下,食欲不振,消化器毒性,R630,食欲不振,食欲減退,食欲減退,0,0,0,0,0,0,0
食欲減退,食欲不振,消化器毒性,R630,食欲不振,食欲減退,食欲減退,0,0,0,0,0,0,0
食思低下,食欲不振,消化器毒性,R630,食欲不振,食欲減退,食欲減退,0,0,0,0,0,0,0
食欲低下持続,食欲不振,消化器毒性,R630,食欲不振,食欲減退,食欲減退,0,0,0,0,0,0,0
食事量低下,食欲不振,消化器毒性,R630,食欲不振,食欲減退,食欲減退,0,0,0,0,0,0,0
食欲減,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲減退,0,0,0,0,0,0,0
食欲落ち,食欲不振,消化器毒性,R630,食欲不振,食欲不信,食欲不信,0,0,0,0,0,0,0
食欲不振,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
食思不振,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
摂食不良,食欲不振,消化器毒性,R198,摂食機能障害,食欲不振,食欲不振,0,0,0,0,0,0,0
食欲不振Ｇ２,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
Ｇ３食思不振,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
食欲減少,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
食欲不振Ｇ３,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
間食欲不振,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
Ｇ２摂食不良,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
食欲不振Ｇ１,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
Ｇ１食欲不振,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
食欲低下横ばい,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
食欲低下Ｇ２,食欲不振,消化器毒性,R630,食欲不振,食欲不振,食欲不振,0,0,0,0,0,0,0
食欲亢進,-1,-1,[AMB],[AMB],食欲亢進,食欲亢進,0,0,0,0,0,0,0
盗汗,-1,-1,R619,寝汗,[AMB],寝汗,0,0,0,0,0,0,0
寝汗,-1,-1,R619,寝汗,寝汗,寝汗,0,0,0,0,0,0,0
心拡大,-1,-1,I517,心拡大,心拡大,心拡大,0,0,0,0,0,0,0
心陰影拡大,-1,-1,R91,胸部異常陰影,心拡大,心拡大,0,0,0,0,0,0,0
心筋梗塞,-1,-1,I219,心筋梗塞,心筋梗塞,心筋梗塞,0,0,0,0,0,0,0
心筋症,-1,-1,I429,心筋症,心筋症,心筋症,0,0,0,0,0,0,0
心筋傷害,心筋障害,心毒性,I515,心筋疾患,心筋症,心筋症,0,0,0,0,0,0,0
心原性ショック,-1,-1,R570,心原性ショック,心原性ショック,心原性ショック,0,0,0,0,0,0,0
収縮期心雑音,-1,-1,R011,心雑音,心雑音,心雑音,0,0,0,0,0,0,0
収縮期駆出性雑音,-1,-1,R011,心雑音,心雑音,心雑音,0,0,0,0,0,0,0
収縮期逆流性雑音,-1,-1,R011,収縮期雑音,心雑音,心雑音,0,0,0,0,0,0,0
心雑音,-1,-1,R011,心雑音,心雑音,心雑音,0,0,0,0,0,0,0
収縮期雑音,-1,-1,R011,収縮期雑音,心雑音,心雑音,0,0,0,0,0,0,0
拡張期雑音,-1,-1,R011,拡張期雑音,心雑音,心雑音,0,0,0,0,0,0,0
心機能障害,-1,-1,I519,心疾患,[AMB],心障害,0,0,0,0,0,0,0
心臓障害,-1,-1,[AMB],[AMB],[AMB],心障害,0,0,0,0,0,0,0
心障害,-1,-1,[AMB],[AMB],心障害,心障害,0,0,0,0,0,0,0
心毒性,-1,-1,[AMB],[AMB],心毒性,心毒性,0,0,0,0,0,0,0
右心不全,心不全,心毒性,I500,右心不全,心不全,心不全,0,0,0,0,0,0,0
心房細動,-1,-1,I48,心房細動,心房細動,心房細動,0,0,0,0,0,0,0
心窩部不快感,-1,-1,R198,心窩部不快,心窩部不快感,心窩部不快感,0,0,0,0,0,0,0
シバリング,-1,-1,R251,振戦,[AMB],振戦,0,0,0,0,0,0,0
ふるえ,-1,-1,R251,ふるえ,振戦,振戦,0,0,0,0,0,0,0
震え,-1,-1,R251,振戦,振戦,振戦,0,0,0,0,0,0,0
安静時振戦,-1,-1,R251,静止時振戦,振戦,振戦,0,0,0,0,0,0,0
姿勢時振戦,-1,-1,R251,静止時振戦,振戦,振戦,0,0,0,0,0,0,0
動作時振戦,-1,-1,R251,振戦,振戦,振戦,0,0,0,0,0,0,0
振戦,-1,-1,R251,振戦,振戦,振戦,0,0,0,0,0,0,0
手指振戦,-1,-1,R251,手指振戦,振戦,振戦,0,0,0,0,0,0,0
真珠腫,-1,-1,H71,真珠腫,真珠腫,真珠腫,0,0,0,0,0,0,0
神経症状,-1,-1,[AMB],[AMB],神経学的症状,神経学的症状,0,0,0,0,0,0,0
神経性過食症,-1,-1,R632,過食症,神経性過食症,神経性過食症,0,0,0,0,0,0,0
過食症,-1,-1,R632,過食症,神経性過食症,神経性過食症,0,0,0,0,0,0,0
神経痛,-1,-1,M7929,神経痛,神経痛,神経痛,0,0,0,0,0,0,0
発達障害,-1,-1,F89,発達障害,神経発達障害,神経発達障害,0,0,0,0,0,0,0
発達遅滞,-1,-1,R620,発達遅滞,発達遅延者,神経発達障害,0,0,0,0,0,0,0
腎機能障害,腎機能障害,腎毒性,N289,腎機能低下,腎機能障害,腎機能障害,0,0,0,0,0,0,0
際腎機能障害,腎機能障害,腎毒性,N289,腎機能低下;腎障害,腎機能障害,腎機能障害,0,0,0,0,0,0,0
他腎機能障害,腎機能障害,腎毒性,N289,腎機能低下;腎障害,腎機能障害,腎機能障害,0,0,0,0,0,0,0
腎機能異常,腎機能障害,腎毒性,R944,腎機能検査異常,腎機能障害,腎機能障害,0,0,0,0,0,0,0
腎肝機能障害,-1,-1,[AMB],[AMB],腎機能障害,腎機能障害,0,0,0,0,0,0,0
腎盂炎,-1,-1,N12,腎盂腎炎,腎盂腎炎,腎盂腎炎,0,0,0,0,0,0,0
水分摂取不良,-1,-1,[AMB],[AMB],水分摂取量減少,水分摂取量減少,0,0,0,0,0,0,0
水分摂取困難,-1,-1,[AMB],[AMB],水分摂取量減少,水分摂取量減少,0,0,0,0,0,0,0
過眠,-1,-1,G471,過眠,過眠症,睡眠障害,0,0,0,0,0,0,0
睡眠障害,-1,-1,G479,睡眠障害,睡眠障害,睡眠障害,0,0,0,0,0,0,0
不眠,-1,-1,G470,不眠症,不眠症,睡眠障害,0,0,0,0,0,0,0
不眠傾向,-1,-1,G470,不眠症,不眠症,睡眠障害,0,0,0,0,0,0,0
錐体外路障害,-1,-1,G259,錐体外路系疾患,錐体外路障害,錐体外路障害,0,0,0,0,0,0,0
錐体外路症状,-1,-1,G259,錐体外路症候群,錐体外路障害,錐体外路障害,0,0,0,0,0,0,0
性器出血,-1,-1,R31,性器出血,性器出血,性器出血,0,0,0,0,0,0,0
成長障害,-1,-1,R628,成長障害,成長障害,成長障害,0,0,0,0,0,0,0
正常眼圧緑内障,-1,-1,H401,正常眼圧緑内障,正常眼圧緑内障,正常眼圧緑内障,0,0,0,0,0,0,0
右正常眼圧緑内障,-1,-1,H401,正常眼圧緑内障,正常眼圧緑内障,正常眼圧緑内障,0,0,0,0,0,0,0
左正常眼圧緑内障,-1,-1,H401,正常眼圧緑内障,正常眼圧緑内障,正常眼圧緑内障,0,0,0,0,0,0,0
両正常眼圧緑内障,-1,-1,H401,正常眼圧緑内障,正常眼圧緑内障,正常眼圧緑内障,0,0,0,0,0,0,0
正常眼圧性緑内障,-1,-1,H409,緑内障,正常眼圧緑内障,正常眼圧緑内障,0,0,0,0,0,0,0
精神運動興奮,-1,-1,R458,精神運動興奮状態,精神運動亢進,精神運動亢進,0,0,0,0,0,0,0
精神運動興奮状態,-1,-1,R458,精神運動興奮状態,精神運動亢進,精神運動亢進,0,0,0,0,0,0,0
精神症状,-1,-1,[AMB],[AMB],精神症状,精神症状,0,0,0,0,0,0,0
精神障害,-1,-1,F99,精神障害,精神障害,精神障害,0,0,0,0,0,0,0
静脈炎,-1,-1,I809,静脈炎,静脈炎,静脈炎,0,0,0,0,0,0,0
右下肢静脈瘤,-1,-1,I839,下肢静脈瘤,静脈瘤,静脈瘤,0,0,0,0,0,0,0
下肢静脈瘤,-1,-1,I839,下肢静脈瘤,静脈瘤,静脈瘤,0,0,0,0,0,0,0
脊椎管狭窄症,-1,-1,M4809,脊柱管狭窄症,脊柱管狭窄症,脊柱管狭窄症,0,0,0,0,0,0,0
脊椎管狭窄,-1,-1,M4809,脊柱管狭窄症,脊柱管狭窄症,脊柱管狭窄症,0,0,0,0,0,0,0
脊椎狭窄症,-1,-1,M4809,脊柱管狭窄症,脊柱管狭窄症,脊柱管狭窄症,0,0,0,0,0,0,0
かぶれ,-1,-1,L259,接触性皮膚炎,接触性皮膚炎,接触性皮膚炎,0,0,0,0,0,0,0
摂食困難,-1,-1,R198,摂食機能障害,[AMB],摂食障害,0,0,0,0,0,0,0
精神的ショック,-1,-1,[AMB],[AMB],[AMB],絶望感,0,0,0,0,0,0,0
舌苔,-1,-1,K143,舌苔,舌苔,舌苔,0,0,0,0,0,0,0
舌苔多め,-1,-1,K143,舌苔,舌苔,舌苔,0,0,0,0,0,0,0
舌痛,-1,-1,K146,舌痛症,舌痛,舌痛,0,0,0,0,0,0,0
３−メチルグルタコン酸尿症,-1,-1,E711,３−メチルグルタコン酸尿症,[AMB],先天性代謝異常症,0,0,0,0,0,0,0
前立腺癌,-1,-1,C61,前立腺癌,前立腺癌,前立腺癌,0,0,0,0,0,0,0
前立腺癌（ラテント癌,-1,-1,C61,前立腺癌,前立腺癌,前立腺癌,0,0,0,0,0,0,0
高ＰＳＡ血症,-1,-1,R778,ＰＳＡ高値,[AMB],前立腺特異性抗原　ＰＳＡ増加,0,0,0,0,0,0,0
ＰＳＡ高値,-1,-1,R778,ＰＳＡ高値,前立腺特異性抗原増加,前立腺特異性抗原増加,0,0,0,0,0,0,0
全身皮疹,-1,-1,R21,発疹,全身性皮疹,全身性皮疹,0,0,0,0,0,0,0
全身浮腫,-1,-1,R601,全身性浮腫,全身性浮腫,全身性浮腫,0,0,0,0,0,0,0
全身性浮腫,-1,-1,R601,全身性浮腫,全身性浮腫,全身性浮腫,0,0,0,0,0,0,0
ＯＰゴノ創部痛,-1,-1,T818,術創部痛,創部痛,創部痛,0,0,0,0,0,0,0
創部痛,-1,-1,T818,術創部痛,創部痛,創部痛,0,0,0,0,0,0,0
顔色不良,-1,-1,R231,顔面蒼白,蒼白,蒼白,0,0,0,0,0,0,0
顔面蒼白,-1,-1,R231,顔面蒼白,蒼白,蒼白,0,0,0,0,0,0,0
右側腹部痛,-1,-1,R104,側腹部痛,側腹部痛,側腹部痛,0,0,0,0,0,0,0
左側腹部痛,-1,-1,R104,側腹部痛,側腹部痛,側腹部痛,0,0,0,0,0,0,0
側腹部痛,-1,-1,R104,側腹部痛,側腹部痛,側腹部痛,0,0,0,0,0,0,0
咽頭閉塞感,-1,-1,[AMB],[AMB],息詰まり感,息詰まり感,0,0,0,0,0,0,0
多飲,-1,-1,R631,多飲症,多飲症,多飲症,0,0,0,0,0,0,0
発汗過多,-1,-1,R619,多汗症,多汗症,多汗症,0,0,0,0,0,0,0
多臓器不全,-1,-1,R688,多臓器不全,多臓器不全,多臓器不全,0,0,0,0,0,0,0
多飲多尿,-1,-1,R35,多尿,多尿,多尿,0,0,0,0,0,0,0
多尿,-1,-1,R35,多尿,多尿,多尿,0,0,0,0,0,0,0
立ちくらみ,-1,-1,I951,起立性眩暈,体位性めまい,体位性めいまい,0,0,0,0,0,0,0
体感幻覚,-1,-1,R208,体感異常,体感幻覚,体感幻覚,0,0,0,0,0,0,0
ＢＷ減少,-1,-1,R634,体重減少,[AMB],体重減少,0,0,0,0,0,0,0
体重減少,-1,-1,R634,体重減少,体重減少,体重減少,0,0,0,0,0,0,0
体重減,-1,-1,R634,体重減少,体重減少,体重減少,0,0,0,0,0,0,0
体重減少傾向,-1,-1,R634,体重減少,体重減少,体重減少,0,0,0,0,0,0,0
ＢＷ低下,-1,-1,R634,体重減少,体重減少,体重減少,0,0,0,0,0,0,0
